"","anon_id","Submission ID","Submission Date","Date","Appropriate Orientation by your Preceptor:","Responsibilities clearly defined by your Preceptor:","Adequate Supervision on Ambulance:","Preceptors responsiveness to clinical questionsby student:","The hot wash afforded me the opportunity to discuss the patient encounter:","Incorporated as member of crew:","Educational objectives accomplished:","Overall educational experience:"
"273",625,"5725364173158362276",2023-10-07 20:06:57,2023-10-07,5,5,5,5,5,5,5,5
"274",50,"5725361917325376746",2023-10-07 20:03:11,2023-10-07,5,5,5,5,5,5,5,5
"275",274,"5725341883332877039",2023-10-07 19:29:48,2023-10-07,5,5,5,5,5,3,5,5
"276",273,"5725341883332877039",2023-10-07 19:29:48,2023-10-07,5,5,5,5,5,3,5,5
"277",364,"5724953242511225241",2023-10-07 08:42:04,2023-10-07,5,5,5,5,5,5,5,5
"278",116,"5724847004283685300",2023-10-07 05:45:00,2023-10-07,4,3,5,5,4,5,3,5
"279",18,"5724789687491100687",2023-10-07 04:09:28,2023-10-06,5,5,5,5,5,5,5,5
"280",502,"5724632433712359662",2023-10-06 23:47:23,2023-10-07,5,5,5,5,5,5,5,5
"281",715,"5724576497911457128",2023-10-06 22:14:09,2023-10-06,5,5,5,5,5,5,5,5
"282",547,"5724541910663567685",2023-10-06 21:16:31,2023-10-06,5,5,5,5,5,5,5,5
"283",742,"5724511788328593103",2023-10-06 20:26:18,2023-10-06,5,5,5,NA,NA,NA,NA,NA
"284",424,"5724461873518366256",2023-10-06 19:03:07,2023-10-06,5,5,5,5,5,5,5,5
"285",423,"5724461873518366256",2023-10-06 19:03:07,2023-10-06,5,5,5,5,5,5,5,5
"286",660,"5724451687413094339",2023-10-06 18:46:08,2023-10-06,5,5,5,5,5,5,5,5
"287",659,"5724451687413094339",2023-10-06 18:46:08,2023-10-06,5,5,5,5,5,5,5,5
"288",661,"5724451687413094339",2023-10-06 18:46:08,2023-10-06,5,5,5,5,5,5,5,5
"289",515,"5724446348715722353",2023-10-06 18:37:15,2023-10-06,5,5,5,5,5,5,5,5
"290",514,"5724446348715722353",2023-10-06 18:37:15,2023-10-06,5,5,5,5,5,5,5,5
"291",453,"5724427599303155522",2023-10-06 18:05:59,2023-10-06,5,5,5,5,5,4,5,5
"292",452,"5724427599303155522",2023-10-06 18:05:59,2023-10-06,5,5,5,5,5,4,5,5
"293",451,"5724427599303155522",2023-10-06 18:05:59,2023-10-06,5,5,5,5,5,4,5,5
"294",554,"5724414133915198584",2023-10-06 17:43:34,2023-10-06,5,5,5,5,5,5,5,5
"295",103,"5724338712917012913",2023-10-06 15:37:51,2023-10-06,5,5,5,5,5,5,5,5
"296",102,"5724338712917012913",2023-10-06 15:37:51,2023-10-06,5,5,5,5,5,5,5,5
"297",104,"5724338712917012913",2023-10-06 15:37:51,2023-10-06,5,5,5,5,5,5,5,5
"298",715,"5722410091401308054",2023-10-04 10:03:30,2023-09-22,5,5,5,5,5,5,5,5
"299",238,"5722013624597801580",2023-10-03 23:02:46,2023-10-02,4,4,5,5,4,4,4,4
"300",427,"5721874465546455321",2023-10-03 19:10:46,2023-09-29,5,5,5,5,5,5,5,5
"301",487,"5721863074423453201",2023-10-03 18:51:47,2023-09-30,5,5,5,5,5,5,5,5
"302",141,"5720267997816624510",2023-10-01 22:33:19,2023-09-29,5,5,5,5,5,5,5,5
"303",143,"5720267997816624510",2023-10-01 22:33:19,2023-09-29,5,5,5,5,5,5,5,5
"304",142,"5720267997816624510",2023-10-01 22:33:19,2023-09-29,5,5,5,5,5,5,5,5
"305",597,"5719721354391864620",2023-10-01 07:22:15,2023-10-01,5,5,5,5,5,5,5,5
"306",228,"5719715403478387905",2023-10-01 07:12:20,2023-09-30,5,5,5,5,5,5,5,5
"307",288,"5719448616515035219",2023-09-30 23:47:41,2023-09-30,5,5,5,5,5,5,5,5
"308",606,"5719370388317675226",2023-09-30 21:37:18,2023-09-30,5,5,5,5,5,5,5,5
"309",605,"5719370388317675226",2023-09-30 21:37:18,2023-09-30,5,5,5,5,5,5,5,5
"310",607,"5719370388317675226",2023-09-30 21:37:18,2023-09-30,5,5,5,5,5,5,5,5
"311",606,"5719290550615581080",2023-09-30 19:24:15,2023-09-30,5,5,5,5,5,5,5,5
"312",605,"5719290550615581080",2023-09-30 19:24:15,2023-09-30,5,5,5,5,5,5,5,5
"313",607,"5719290550615581080",2023-09-30 19:24:15,2023-09-30,5,5,5,5,5,5,5,5
"314",59,"5719275260264073336",2023-09-30 18:58:46,2023-09-30,5,5,5,5,5,5,5,5
"315",364,"5719216735835168019",2023-09-30 17:21:13,2023-09-30,5,5,5,5,5,5,5,5
"316",625,"5719044513215103502",2023-09-30 12:34:11,2023-09-29,5,5,5,5,5,5,5,5
"317",50,"5718929608612411189",2023-09-30 09:22:40,2023-09-29,5,5,5,5,5,5,5,5
"318",554,"5718570174281974869",2023-09-29 23:23:38,2023-09-30,5,5,5,5,5,5,5,5
"319",424,"5718509958317467139",2023-09-29 21:43:15,2023-09-29,5,5,5,5,5,5,5,5
"320",423,"5718509958317467139",2023-09-29 21:43:15,2023-09-29,5,5,5,5,5,5,5,5
"321",502,"5718481760273248549",2023-09-29 20:56:16,2023-09-29,5,5,5,5,4,5,5,5
"322",515,"5718475749932652180",2023-09-29 20:46:14,2023-09-29,5,5,5,5,5,5,5,5
"323",514,"5718475749932652180",2023-09-29 20:46:14,2023-09-29,5,5,5,5,5,5,5,5
"324",691,"5718461520328261714",2023-09-29 20:22:32,2023-09-29,4,4,5,5,NA,4,4,4
"325",749,"5718410712521043315",2023-09-29 18:57:52,2023-09-29,5,5,5,5,5,5,5,5
"326",748,"5718410712521043315",2023-09-29 18:57:52,2023-09-29,5,5,5,5,5,5,5,5
"327",594,"5718408971324931319",2023-09-29 18:54:57,2023-09-29,5,5,5,5,5,5,5,5
"328",453,"5718397337308166306",2023-09-29 18:35:33,2023-09-29,5,5,5,5,5,5,5,5
"329",452,"5718397337308166306",2023-09-29 18:35:33,2023-09-29,5,5,5,5,5,5,5,5
"330",451,"5718397337308166306",2023-09-29 18:35:33,2023-09-29,5,5,5,5,5,5,5,5
"331",427,"5718391326915112345",2023-09-29 18:25:32,2023-09-29,5,5,5,5,5,5,5,5
"332",202,"5718359097511010005",2023-09-29 17:31:49,2023-09-29,5,5,5,5,5,5,5,5
"333",742,"5718356195719001826",2023-09-29 17:27:00,2023-09-29,5,5,NA,NA,NA,NA,NA,NA
"334",103,"5718352715426946368",2023-09-29 17:21:11,2023-09-29,5,5,5,5,5,5,5,5
"335",102,"5718352715426946368",2023-09-29 17:21:11,2023-09-29,5,5,5,5,5,5,5,5
"336",104,"5718352715426946368",2023-09-29 17:21:11,2023-09-29,5,5,5,5,5,5,5,5
"337",547,"5714925955546817344",2023-09-25 18:09:55,2023-09-25,5,5,5,5,5,5,5,5
"338",50,"5714524438305144182",2023-09-25 07:00:43,2023-09-22,2,5,5,5,5,5,5,5
"339",257,"5714518017409881250",2023-09-25 06:50:02,2023-09-22,5,5,5,5,5,NA,5,5
"340",625,"5714485853309693201",2023-09-25 05:56:25,2023-09-22,5,5,5,5,5,5,5,5
"341",239,"5714178570325415341",2023-09-24 21:24:17,2023-09-22,4,5,5,5,5,5,5,5
"342",473,"5713962118314545976",2023-09-24 15:23:31,2023-09-23,5,5,5,5,5,5,5,5
"343",274,"5713421048217614562",2023-09-24 00:21:44,2023-09-23,5,5,5,5,5,5,5,5
"344",273,"5713421048217614562",2023-09-24 00:21:44,2023-09-23,5,5,5,5,5,5,5,5
"345",70,"5713166601519592885",2023-09-23 17:17:40,2023-09-23,5,5,5,5,5,5,5,5
"346",453,"5713085120334952855",2023-09-23 15:01:52,2023-09-22,5,5,5,5,5,5,5,5
"347",452,"5713085120334952855",2023-09-23 15:01:52,2023-09-22,5,5,5,5,5,5,5,5
"348",451,"5713085120334952855",2023-09-23 15:01:52,2023-09-22,5,5,5,5,5,5,5,5
"349",402,"5712784019453754699",2023-09-23 06:40:01,2023-09-22,5,5,5,5,5,5,5,5
"350",141,"5712492177813077404",2023-09-22 22:33:37,2023-09-22,5,5,5,5,5,5,5,5
"351",143,"5712492177813077404",2023-09-22 22:33:37,2023-09-22,5,5,5,5,5,5,5,5
"352",142,"5712492177813077404",2023-09-22 22:33:37,2023-09-22,5,5,5,5,5,5,5,5
"353",92,"5712416938611662763",2023-09-22 20:28:13,2023-09-22,5,5,5,5,5,5,5,5
"354",18,"5712404339566320696",2023-09-22 20:07:13,2023-09-22,5,5,5,5,5,5,5,5
"355",24,"5712390954502201008",2023-09-22 19:44:55,2023-09-22,4,4,5,5,5,5,5,5
"356",23,"5712390954502201008",2023-09-22 19:44:55,2023-09-22,4,4,5,5,5,5,5,5
"357",103,"5712320941216433355",2023-09-22 17:48:15,2023-09-22,5,5,5,5,5,5,5,5
"358",102,"5712320941216433355",2023-09-22 17:48:15,2023-09-22,5,5,5,5,5,5,5,5
"359",104,"5712320941216433355",2023-09-22 17:48:15,2023-09-22,5,5,5,5,5,5,5,5
"360",385,"5709871060223841662",2023-09-19 21:45:06,2023-09-18,5,5,5,5,5,5,5,5
"361",487,"5708676071334728334",2023-09-18 12:33:27,2023-09-16,5,5,5,5,5,5,5,5
"362",288,"5707704554015016782",2023-09-17 09:34:15,2023-09-17,5,5,5,5,5,5,5,5
"363",288,"5707609096642742157",2023-09-17 06:55:10,2023-09-17,5,5,5,5,5,5,5,5
"364",473,"5707548915445543266",2023-09-17 05:14:51,2023-09-17,5,5,5,5,5,5,5,5
"365",473,"5707536525445604527",2023-09-17 04:54:12,2023-09-16,5,5,5,5,5,5,5,5
"366",123,"5707196200917990582",2023-09-16 19:27:00,2023-09-16,5,NA,5,5,5,5,5,5
"367",125,"5707196200917990582",2023-09-16 19:27:00,2023-09-16,5,NA,5,5,5,5,5,5
"368",124,"5707196200917990582",2023-09-16 19:27:00,2023-09-16,5,NA,5,5,5,5,5,5
"369",711,"5706486658612975696",2023-09-15 23:44:26,2023-09-15,5,5,5,5,5,5,5,5
"370",660,"5706339211518187811",2023-09-15 19:38:41,2023-09-15,5,5,5,5,5,5,5,5
"371",659,"5706339211518187811",2023-09-15 19:38:41,2023-09-15,5,5,5,5,5,5,5,5
"372",661,"5706339211518187811",2023-09-15 19:38:41,2023-09-15,5,5,5,5,5,5,5,5
"373",170,"5705890144513092121",2023-09-15 07:10:14,2023-09-15,5,5,5,5,5,5,5,5
"374",181,"5701570227819916519",2023-09-10 07:10:23,2023-09-09,5,5,5,5,5,5,5,5
"375",154,"5701492932872480887",2023-09-10 05:01:33,2023-09-10,5,5,5,5,3,5,2,5
"376",200,"5701388827152579345",2023-09-10 02:08:02,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA
"377",370,"5701269364311036438",2023-09-09 22:48:56,2023-09-09,4,3,5,5,5,5,5,5
"378",369,"5701269364311036438",2023-09-09 22:48:56,2023-09-09,4,3,5,5,5,5,5,5
"379",371,"5701269364311036438",2023-09-09 22:48:56,2023-09-09,4,3,5,5,5,5,5,5
"380",145,"5701147487908535127",2023-09-09 19:25:48,2023-09-09,5,5,5,5,5,5,5,5
"381",435,"5700411214873780894",2023-09-08 22:58:41,2023-09-08,5,5,5,5,5,5,5,5
"382",77,"5698068828711795311",2023-09-06 05:54:42,2023-09-06,4,1,5,3,1,2,2,2
"383",76,"5698068828711795311",2023-09-06 05:54:42,2023-09-06,4,1,5,3,1,2,2,2
"384",79,"5698068828711795311",2023-09-06 05:54:42,2023-09-06,4,1,5,3,1,2,2,2
"385",78,"5698068828711795311",2023-09-06 05:54:42,2023-09-06,4,1,5,3,1,2,2,2
"386",200,"5697207467858109854",2023-09-05 05:59:06,2023-09-05,5,5,5,5,5,4,4,5
"387",674,"5696850501404915868",2023-09-04 20:04:10,2023-09-04,5,5,5,5,5,5,5,5
"388",395,"5696772882611990090",2023-09-04 17:54:48,2023-09-04,5,5,5,5,5,5,5,5
"389",397,"5696772882611990090",2023-09-04 17:54:48,2023-09-04,5,5,5,5,5,5,5,5
"390",398,"5696772882611990090",2023-09-04 17:54:48,2023-09-04,5,5,5,5,5,5,5,5
"391",399,"5696772882611990090",2023-09-04 17:54:48,2023-09-04,5,5,5,5,5,5,5,5
"392",394,"5696772882611990090",2023-09-04 17:54:48,2023-09-04,5,5,5,5,5,5,5,5
"393",396,"5696772882611990090",2023-09-04 17:54:48,2023-09-04,5,5,5,5,5,5,5,5
"394",751,"5696770675815382980",2023-09-04 17:51:07,2023-09-04,5,5,5,5,5,5,5,5
"395",77,"5696311511328201328",2023-09-04 05:05:51,2023-09-04,5,5,5,5,5,5,5,5
"396",76,"5696311511328201328",2023-09-04 05:05:51,2023-09-04,5,5,5,5,5,5,5,5
"397",79,"5696311511328201328",2023-09-04 05:05:51,2023-09-04,5,5,5,5,5,5,5,5
"398",78,"5696311511328201328",2023-09-04 05:05:51,2023-09-04,5,5,5,5,5,5,5,5
"399",250,"5696235245317287735",2023-09-04 02:58:45,2023-09-03,5,5,5,5,5,5,5,5
"400",181,"5695993137814258227",2023-09-03 20:15:13,2023-09-03,5,5,5,5,5,5,5,5
"401",747,"5695961381215858506",2023-09-03 19:22:18,2023-09-03,5,5,5,5,5,5,5,5
"402",565,"5695957563637069528",2023-09-03 19:15:56,2023-09-03,5,5,5,5,3,5,5,5
"403",250,"5695911645232565880",2023-09-03 17:59:24,2023-09-02,5,5,5,5,5,5,5,5
"404",110,"5695910752716956972",2023-09-03 17:57:55,2023-09-03,1,2,2,4,3,2,3,3
"405",109,"5695910752716956972",2023-09-03 17:57:55,2023-09-03,1,2,2,4,3,2,3,3
"406",750,"5695611203126045582",2023-09-03 09:38:40,2023-09-02,5,5,5,5,5,5,5,5
"407",732,"5695487431319207640",2023-09-03 06:12:23,2023-09-02,5,5,5,5,5,5,5,5
"408",179,"5695446278301711055",2023-09-03 05:03:47,2023-09-03,5,5,5,5,5,5,5,5
"409",261,"5695250232324314063",2023-09-02 23:37:03,2023-09-03,5,5,5,5,5,5,5,5
"410",435,"5695091594015660149",2023-09-02 19:12:39,2023-09-02,4,4,4,4,4,4,4,3
"411",648,"5695086994224429577",2023-09-02 19:04:59,2023-09-02,5,5,5,5,5,5,5,5
"412",249,"5695069281415278998",2023-09-02 18:35:28,2023-09-02,5,5,5,5,5,3,5,5
"413",630,"5695044162773387177",2023-09-02 17:53:36,2023-09-02,5,5,5,5,5,5,5,5
"414",408,"5695022701113522536",2023-09-02 17:17:50,2023-09-02,5,5,5,5,5,5,5,5
"415",406,"5695022701113522536",2023-09-02 17:17:50,2023-09-02,5,5,5,5,5,5,5,5
"416",407,"5695022701113522536",2023-09-02 17:17:50,2023-09-02,5,5,5,5,5,5,5,5
"417",562,"5694968474404681617",2023-09-02 15:47:27,2023-09-02,5,5,5,5,5,5,5,5
"418",581,"5694611860235465310",2023-09-02 05:53:06,2023-09-02,5,5,5,5,5,5,5,5
"419",292,"5694600262114096416",2023-09-02 05:33:46,2023-09-01,5,5,5,5,5,5,5,5
"420",732,"5694592959818235831",2023-09-02 05:21:35,2023-09-01,5,5,5,5,5,5,5,5
"421",198,"5691134867214673378",2023-08-29 05:18:17,2023-08-28,5,5,5,5,5,5,5,5
"422",8,"5691005266316158867",2023-08-29 01:42:06,2023-08-28,5,5,5,5,5,5,5,5
"423",9,"5691005266316158867",2023-08-29 01:42:06,2023-08-28,5,5,5,5,5,5,5,5
"424",562,"5689996127812490621",2023-08-27 21:40:12,2023-08-27,5,5,5,5,5,5,5,5
"425",145,"5689883054413339544",2023-08-27 18:31:45,2023-08-27,5,5,5,5,5,5,5,5
"426",278,"5689882644303244557",2023-08-27 18:31:04,2023-08-27,5,5,5,5,5,5,5,5
"427",12,"5689880590817457449",2023-08-27 18:27:39,2023-08-27,5,5,5,4,5,5,5,5
"428",384,"5689872899213107853",2023-08-27 18:14:49,2023-08-27,5,5,5,5,5,5,5,5
"429",105,"5689849287016556108",2023-08-27 17:35:28,2023-08-27,5,5,5,5,4,5,5,5
"430",696,"5689847303875488064",2023-08-27 17:32:10,2023-08-27,5,5,5,5,5,5,5,5
"431",695,"5689847303875488064",2023-08-27 17:32:10,2023-08-27,5,5,5,5,5,5,5,5
"432",751,"5689843794882644509",2023-08-27 17:26:19,2023-08-27,5,5,5,5,5,5,5,5
"433",188,"5689730449225299095",2023-08-27 14:17:24,2023-08-26,5,5,5,5,5,5,5,5
"434",27,"5689572245399170841",2023-08-27 09:53:44,2023-08-27,5,5,5,5,5,5,5,5
"435",350,"5689173912224277110",2023-08-26 22:49:51,2023-08-26,5,5,5,5,5,5,5,5
"436",189,"5689105711224060306",2023-08-26 20:56:12,2023-08-26,5,5,5,5,5,5,5,5
"437",219,"5689033764017637995",2023-08-26 18:56:16,2023-08-26,5,5,5,5,5,5,5,5
"438",333,"5689007969212598374",2023-08-26 18:13:16,2023-08-26,5,5,5,5,5,5,5,5
"439",600,"5688985747336066440",2023-08-26 17:36:14,2023-08-26,5,5,5,5,4,5,5,5
"440",8,"5688606560288055352",2023-08-26 07:04:16,2023-08-26,5,4,4,5,NA,4,5,5
"441",9,"5688606560288055352",2023-08-26 07:04:16,2023-08-26,5,4,4,5,NA,4,5,5
"442",249,"5688603252817731078",2023-08-26 06:58:45,2023-08-25,4,4,4,5,3,4,4,2
"443",757,"5688562893223669369",2023-08-26 05:51:29,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA
"444",419,"5688560823123460967",2023-08-26 05:48:02,2023-08-26,5,5,5,5,5,5,5,5
"445",677,"5688549604016697234",2023-08-26 05:29:20,2023-08-26,5,5,5,5,5,5,5,5
"446",757,"5688488086709943198",2023-08-26 03:46:48,2023-08-26,5,5,5,5,5,5,5,5
"447",180,"5685102938113726278",2023-08-22 05:44:53,2023-08-22,5,5,5,5,5,5,5,5
"448",558,"5685038561428964138",2023-08-22 03:57:36,2023-08-21,5,5,5,5,5,5,5,5
"449",599,"5684885152913680246",2023-08-21 23:41:55,2023-08-21,5,5,5,5,5,5,5,5
"450",37,"5684051973767617183",2023-08-21 00:33:17,2023-08-20,5,5,5,5,5,5,5,5
"451",145,"5683833543717828367",2023-08-20 18:29:14,2023-08-20,5,5,5,5,5,5,5,5
"452",696,"5683826584311115132",2023-08-20 18:17:38,2023-08-20,5,4,4,5,5,5,5,5
"453",695,"5683826584311115132",2023-08-20 18:17:38,2023-08-20,5,4,4,5,5,5,5,5
"454",195,"5683789873496637066",2023-08-20 17:16:27,2023-08-20,5,5,5,5,5,5,5,5
"455",194,"5683789873496637066",2023-08-20 17:16:27,2023-08-20,5,5,5,5,5,5,5,5
"456",172,"5683454536313765965",2023-08-20 07:57:33,2023-08-20,5,5,5,5,5,5,5,5
"457",333,"5683400359112092937",2023-08-20 06:27:15,2023-08-20,5,5,5,5,5,5,5,5
"458",171,"5683391320024855045",2023-08-20 06:12:12,2023-08-19,5,5,5,5,5,5,5,5
"459",421,"5683385386111002631",2023-08-20 06:02:19,2023-08-20,5,5,5,5,5,5,5,5
"460",630,"5683364622714236206",2023-08-20 05:27:42,2023-08-19,5,5,5,5,5,5,5,5
"461",684,"5683338995656318596",2023-08-20 04:44:59,2023-08-20,5,5,5,5,5,5,5,5
"462",624,"5683075576165784699",2023-08-19 21:25:57,2023-08-19,5,5,5,5,5,5,5,5
"463",500,"5683065685611657759",2023-08-19 21:09:28,2023-08-19,5,5,5,5,5,5,5,5
"464",419,"5683001006642511938",2023-08-19 19:21:40,2023-08-19,4,5,5,5,5,4,4,4
"465",200,"5682982506717048386",2023-08-19 18:50:51,2023-08-19,4,4,5,4,4,4,4,5
"466",600,"5682974691316464294",2023-08-19 18:37:49,2023-08-19,4,5,5,5,NA,5,3,3
"467",581,"5682959792515808247",2023-08-19 18:12:59,2023-08-19,5,5,5,5,5,5,5,5
"468",179,"5682929656233796175",2023-08-19 17:22:45,2023-08-19,5,5,5,5,5,5,5,5
"469",599,"5682791121817508852",2023-08-19 13:31:52,2023-08-18,5,5,5,5,5,5,5,5
"470",331,"5682565815614334400",2023-08-19 07:16:22,2023-08-18,5,5,5,5,5,5,5,5
"471",558,"5682562843424954016",2023-08-19 07:11:24,2023-08-18,5,NA,5,5,5,5,5,5
"472",112,"5682541734942514546",2023-08-19 06:36:14,2023-08-19,5,5,5,5,NA,NA,NA,NA
"473",113,"5682541734942514546",2023-08-19 06:36:14,2023-08-19,5,5,5,5,NA,NA,NA,NA
"474",111,"5682541734942514546",2023-08-19 06:36:14,2023-08-19,5,5,5,5,NA,NA,NA,NA
"475",114,"5682541734942514546",2023-08-19 06:36:14,2023-08-19,5,5,5,5,NA,NA,NA,NA
"476",115,"5682541734942514546",2023-08-19 06:36:14,2023-08-19,5,5,5,5,NA,NA,NA,NA
"477",183,"5682537022257291410",2023-08-19 06:28:22,2023-08-18,5,5,5,5,5,5,5,5
"478",716,"5682509837465194198",2023-08-19 05:43:03,2023-08-19,5,5,5,5,5,5,5,5
"479",180,"5682429618422092865",2023-08-19 03:29:21,2023-08-19,5,5,5,5,5,5,5,5
"480",286,"5679160549305558573",2023-08-15 08:40:54,2023-08-12,5,5,5,5,5,5,5,5
"481",287,"5679160549305558573",2023-08-15 08:40:54,2023-08-12,5,5,5,5,5,5,5,5
"482",757,"5679127222311642833",2023-08-15 07:45:22,2023-08-14,5,5,5,5,5,5,5,5
"483",527,"5679059001951551227",2023-08-15 05:51:40,2023-08-14,5,5,5,5,5,5,5,5
"484",292,"5678313676285101968",2023-08-14 09:09:27,2023-08-13,3,1,1,1,1,1,1,1
"485",429,"5677865871219567644",2023-08-13 20:43:08,2023-08-13,5,5,5,5,5,5,5,5
"486",430,"5677865871219567644",2023-08-13 20:43:08,2023-08-13,5,5,5,5,5,5,5,5
"487",172,"5677826471312493541",2023-08-13 19:37:27,2023-08-13,5,5,5,5,5,5,5,5
"488",636,"5677792652572982000",2023-08-13 18:41:05,2023-08-13,4,4,5,5,5,4,5,5
"489",219,"5677784105997676190",2023-08-13 18:26:50,2023-08-13,5,4,5,5,5,5,5,5
"490",277,"5677779928742089245",2023-08-13 18:19:52,2023-08-13,5,5,5,5,5,5,3,3
"491",188,"5677763348618006242",2023-08-13 17:52:14,2023-08-13,5,5,5,5,5,5,5,5
"492",757,"5677740358792432407",2023-08-13 17:13:55,2023-08-13,5,5,5,5,5,5,4,5
"493",332,"5677403308123087856",2023-08-13 07:52:10,2023-08-13,5,5,5,5,5,5,5,5
"494",8,"5677352816023658041",2023-08-13 06:28:01,2023-08-13,5,5,5,5,5,5,5,5
"495",9,"5677352816023658041",2023-08-13 06:28:01,2023-08-13,5,5,5,5,5,5,5,5
"496",98,"5677342498121084333",2023-08-13 06:10:49,2023-08-13,5,5,5,5,5,5,5,5
"497",650,"5677333837814943864",2023-08-13 05:56:23,2023-08-13,5,5,5,5,5,5,5,5
"498",211,"5677320517918513459",2023-08-13 05:34:11,2023-08-12,4,4,5,5,5,5,4,4
"499",566,"5677064789351949337",2023-08-12 22:27:59,2023-08-12,5,5,5,5,3,4,5,5
"500",624,"5677019077128863479",2023-08-12 21:11:47,2023-08-12,5,5,5,5,5,5,5,5
"501",183,"5676975982919391892",2023-08-12 19:59:58,2023-08-12,5,5,5,5,5,5,5,5
"502",536,"5676936862328816769",2023-08-12 18:54:46,2023-08-12,5,5,5,5,5,5,5,3
"503",105,"5676930381114034275",2023-08-12 18:43:58,2023-08-12,3,3,5,4,NA,5,3,3
"504",703,"5676885538185688348",2023-08-12 17:29:13,2023-08-12,5,5,5,5,5,5,5,5
"505",278,"5676885072794177002",2023-08-12 17:28:27,2023-08-12,5,5,5,5,5,5,5,5
"506",419,"5676732438382500738",2023-08-12 13:14:03,2023-08-12,5,5,5,5,5,5,5,5
"507",332,"5676554840384594523",2023-08-12 08:18:04,2023-08-11,5,5,5,5,5,5,5,5
"508",599,"5676532272912637112",2023-08-12 07:40:27,2023-08-11,5,5,5,5,5,5,5,5
"509",98,"5676512165616390756",2023-08-12 07:06:56,2023-08-12,5,5,5,5,5,5,5,5
"510",581,"5676472676686854642",2023-08-12 06:01:07,2023-08-12,5,5,5,5,5,5,5,5
"511",645,"5676465919638959498",2023-08-12 05:49:51,2023-08-12,3,5,5,5,5,3,3,3
"512",110,"5676461272617802428",2023-08-12 05:42:07,2023-08-12,5,5,5,5,5,5,5,5
"513",109,"5676461272617802428",2023-08-12 05:42:07,2023-08-12,5,5,5,5,5,5,5,5
"514",739,"5676460129914281325",2023-08-12 05:40:12,2023-08-12,5,5,5,5,5,5,5,5
"515",757,"5676414598813536261",2023-08-12 04:24:19,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA
"516",112,"5673440658306888000",2023-08-08 17:47:45,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA
"517",113,"5673440658306888000",2023-08-08 17:47:45,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA
"518",111,"5673440658306888000",2023-08-08 17:47:45,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA
"519",114,"5673440658306888000",2023-08-08 17:47:45,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA
"520",115,"5673440658306888000",2023-08-08 17:47:45,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA
"521",384,"5672938093111402339",2023-08-08 03:50:09,2023-08-07,5,5,5,5,5,5,5,5
"522",286,"5672771138638806244",2023-08-07 23:11:53,2023-08-06,5,5,5,5,5,5,5,5
"523",287,"5672771138638806244",2023-08-07 23:11:53,2023-08-06,5,5,5,5,5,5,5,5
"524",211,"5672367599766834041",2023-08-07 11:59:19,2023-08-06,4,5,5,5,4,5,4,5
"525",638,"5671718643023649789",2023-08-06 17:57:44,2023-08-06,5,5,5,5,5,5,5,5
"526",519,"5671690735913337168",2023-08-06 17:11:13,2023-08-06,5,5,5,5,5,5,5,5
"527",536,"5671385472215255007",2023-08-06 08:42:27,2023-08-05,5,5,5,5,4,3,3,2
"528",567,"5671258028128169025",2023-08-06 05:10:02,2023-08-05,5,5,5,5,5,5,5,5
"529",545,"5670833409314371036",2023-08-05 17:22:20,2023-08-05,5,5,5,5,5,5,5,5
"530",171,"5670803069229127336",2023-08-05 16:31:46,2023-08-05,5,5,5,5,5,5,5,5
"531",757,"5670054274309972721",2023-08-04 19:43:47,2023-08-04,5,5,5,5,5,5,5,5
"532",361,"5669987325613194290",2023-08-04 17:52:12,2023-08-04,5,5,5,5,5,5,5,5
"533",362,"5669987325613194290",2023-08-04 17:52:12,2023-08-04,5,5,5,5,5,5,5,5
"534",553,"5669955215491452920",2023-08-04 16:58:41,2023-08-04,5,5,5,5,5,5,5,5
"535",197,"5669639461814940532",2023-08-04 08:12:26,2023-08-04,5,5,5,5,5,5,5,5
"536",123,"5668217581713380976",2023-08-02 16:42:38,2023-08-02,5,5,5,5,5,5,5,5
"537",125,"5668217581713380976",2023-08-02 16:42:38,2023-08-02,5,5,5,5,5,5,5,5
"538",124,"5668217581713380976",2023-08-02 16:42:38,2023-08-02,5,5,5,5,5,5,5,5
"539",728,"5667404616403392083",2023-08-01 18:07:41,2023-07-28,5,5,5,5,5,5,5,5
"540",729,"5667404616403392083",2023-08-01 18:07:41,2023-07-28,5,5,5,5,5,5,5,5
"541",730,"5667404616403392083",2023-08-01 18:07:41,2023-07-28,5,5,5,5,5,5,5,5
"542",103,"5665943286422434515",2023-07-31 01:32:08,2023-07-31,5,5,5,5,5,5,5,5
"543",102,"5665943286422434515",2023-07-31 01:32:08,2023-07-31,5,5,5,5,5,5,5,5
"544",104,"5665943286422434515",2023-07-31 01:32:08,2023-07-31,5,5,5,5,5,5,5,5
"545",757,"5665671962819467206",2023-07-30 17:59:57,2023-07-30,5,5,5,5,5,5,5,5
"546",641,"5665425372511043617",2023-07-30 11:08:57,2023-07-28,5,5,5,5,5,5,5,5
